18 73
0 12 12
0 3 20
1 7 5
1 8 2
1 2 18
1 12 9
1 5 16
2 16 16
2 11 10
2 17 1
2 12 20
2 13 11
3 9 20
3 11 11
3 7 5
3 0 6
3 12 11
3 15 5
4 8 19
4 0 6
4 12 12
4 3 19
5 11 14
5 14 7
5 8 7
5 12 9
5 13 9
5 3 20
6 9 20
6 5 3
7 5 9
7 13 17
8 14 14
8 0 12
8 2 20
9 1 1
9 6 6
9 2 11
9 5 19
10 11 1
10 1 17
10 6 4
10 8 15
10 0 4
10 3 17
11 4 14
11 1 7
11 6 20
11 17 14
11 8 18
11 2 7
11 12 7
11 15 12
12 11 14
12 1 12
12 6 4
12 13 12
13 1 9
13 7 5
13 17 2
14 7 20
14 17 18
14 8 1
14 5 17
14 3 6
15 16 18
15 7 19
15 0 11
15 3 17
16 4 6
16 14 16
16 3 20
17 1 12
1 17
35
