17 68
0 4 5
0 7 7
1 14 1
1 0 16
1 7 14
1 3 1
1 2 1
1 15 19
1 10 6
2 14 13
2 6 18
2 16 16
2 5 7
2 15 19
2 10 1
3 4 5
3 12 7
3 2 18
3 5 4
4 9 17
4 14 3
4 6 9
4 8 19
4 16 7
4 12 20
5 14 9
5 8 18
5 3 3
5 11 5
5 12 19
5 10 1
6 9 14
6 14 17
6 2 14
6 10 18
7 9 13
7 8 14
7 13 3
7 11 7
7 2 17
7 15 8
8 7 5
8 16 12
8 3 19
8 5 17
8 1 2
9 8 13
9 2 15
9 15 4
10 14 20
11 1 3
12 4 11
12 16 4
12 5 19
13 4 11
13 11 10
13 15 1
14 6 20
14 0 19
14 8 15
14 13 20
15 6 8
15 7 19
15 3 7
16 9 16
16 0 15
16 4 15
16 2 20
7 1
5
