20 105
0 13 16
0 10 9
0 6 19
0 1 4
1 0 3
1 17 9
1 4 4
1 6 5
2 0 19
2 17 19
2 11 11
2 1 4
3 17 7
3 16 9
3 14 17
4 13 18
4 3 10
4 8 9
4 1 4
5 0 11
5 17 7
5 9 7
5 8 11
5 4 17
6 15 20
6 18 15
6 10 8
6 3 16
6 16 8
6 2 18
6 19 18
7 17 17
7 8 14
7 12 1
7 4 19
7 6 7
8 18 9
8 17 17
8 3 14
8 16 1
8 9 14
8 2 5
8 11 12
9 0 16
9 15 18
9 17 9
9 10 1
9 3 1
9 11 17
9 5 1
9 19 2
10 0 17
10 3 11
10 11 8
10 4 3
11 7 9
11 18 2
11 9 12
11 4 1
11 1 8
12 7 18
12 4 1
12 6 18
13 8 1
13 2 17
13 14 20
13 5 9
13 12 18
13 1 20
14 0 3
14 15 1
14 18 10
14 10 15
14 3 7
14 11 14
14 5 2
15 7 7
15 17 18
15 10 6
15 11 19
15 5 20
16 13 3
16 7 17
16 9 13
16 2 8
16 4 15
16 6 15
16 1 11
17 15 10
17 3 11
17 12 2
17 1 20
18 7 9
18 9 11
18 11 19
18 19 20
18 4 8
18 1 9
19 17 9
19 10 17
19 3 7
19 9 5
19 11 2
19 14 7
19 4 9
7 12
21
