19 84
0 6 4
0 14 15
0 7 5
1 4 6
1 12 10
1 16 17
1 17 7
1 6 10
1 15 18
1 7 3
2 5 12
2 14 5
2 18 14
3 12 1
3 8 5
3 0 7
3 15 20
3 7 11
4 16 14
4 2 19
4 6 12
4 5 7
4 18 14
5 17 15
5 3 9
6 8 11
6 11 11
6 5 8
6 7 14
7 12 7
7 11 5
7 2 8
8 9 7
8 7 18
9 12 13
9 8 18
9 1 4
9 0 13
9 7 14
10 1 4
10 17 13
10 18 2
10 7 12
11 12 20
11 16 6
11 2 12
11 10 4
11 7 14
12 11 3
12 0 15
12 17 13
12 18 6
13 0 2
13 2 1
13 5 6
13 18 12
13 15 3
13 7 3
14 11 14
14 0 19
14 3 8
15 1 1
15 11 16
15 9 2
15 14 3
15 18 11
16 4 4
16 17 14
16 9 14
16 13 11
16 15 8
17 4 20
17 12 20
17 1 14
17 9 15
17 14 16
17 13 4
17 7 12
17 3 13
18 1 14
18 6 18
18 5 3
18 13 9
18 15 20
18 3
30
