18 70
0 5 7
0 15 6
1 11 13
1 2 4
1 5 9
1 0 20
1 17 13
2 12 7
2 13 7
2 3 13
3 14 2
3 12 15
3 17 5
3 6 14
4 1 11
4 5 2
5 2 3
5 13 4
5 9 14
6 4 16
6 11 11
6 12 19
6 16 10
6 15 4
6 7 19
6 3 7
7 10 12
7 2 13
7 5 14
7 15 11
8 12 14
8 2 13
8 15 12
8 3 16
10 11 14
10 1 19
10 5 17
10 0 18
11 4 14
11 5 2
11 13 12
11 15 3
11 7 9
11 9 13
12 4 16
12 11 15
12 8 16
12 13 15
12 16 17
13 11 20
13 12 10
13 8 6
13 1 8
13 7 3
13 6 19
13 3 1
14 11 10
14 12 13
14 5 2
14 0 18
14 17 20
14 3 5
15 11 18
15 14 12
15 7 4
16 17 3
16 3 15
17 11 4
17 6 20
17 9 14
9 6
0
