18 77
0 1 17
0 17 20
0 4 8
1 7 20
1 16 16
1 9 20
1 11 1
1 10 13
2 7 1
2 8 10
2 12 10
2 5 3
2 14 17
2 3 11
3 8 6
3 5 13
3 14 5
3 10 13
4 8 1
4 16 18
4 13 6
4 15 6
4 5 14
4 14 20
5 8 4
5 17 20
5 15 16
5 10 1
5 3 18
6 4 15
6 10 13
6 3 20
7 16 20
7 6 9
7 13 20
7 15 20
7 14 18
7 3 1
8 17 6
9 8 9
9 16 20
9 13 19
9 5 9
10 1 18
10 0 10
10 4 15
10 2 18
11 8 7
11 9 20
11 15 2
11 3 12
12 1 12
12 4 13
12 13 6
12 2 8
12 14 19
12 10 1
13 9 14
13 2 4
13 10 8
14 0 16
14 4 4
14 6 11
15 12 4
15 14 13
15 10 4
16 1 6
16 4 16
16 12 7
16 5 5
16 14 12
17 7 4
17 8 3
17 0 16
17 4 15
17 5 15
17 10 15
5 13
51
