20 78
0 3 11
0 8 17
1 17 13
1 15 6
1 10 3
1 16 5
1 11 15
1 3 19
2 19 13
3 17 15
3 0 12
3 11 20
3 9 1
3 14 11
4 10 7
4 9 15
4 8 16
5 0 18
5 3 9
5 9 2
5 14 16
5 6 4
5 19 8
6 17 10
6 10 20
6 11 2
6 3 19
6 9 10
7 10 17
7 11 14
7 18 6
7 8 1
7 5 11
7 6 10
8 3 5
8 18 14
8 14 2
9 4 2
9 15 7
10 0 6
10 11 10
11 4 3
11 10 14
11 5 15
11 19 7
12 4 8
12 9 17
12 6 16
13 7 17
13 11 11
14 17 13
14 4 11
14 16 18
14 5 10
14 6 14
15 17 17
15 0 16
15 7 12
15 10 15
15 9 5
15 6 10
16 0 12
16 13 15
16 8 1
17 0 6
17 15 19
17 16 2
17 11 12
17 3 20
17 18 20
17 8 2
18 10 18
18 3 1
18 13 12
18 6 4
19 12 13
19 11 9
19 3 17
7 3
58
