20 91
0 1 12
0 12 13
0 16 14
0 9 5
0 8 1
0 18 15
1 7 10
1 19 11
1 13 2
1 0 18
1 9 20
1 8 13
2 13 11
2 12 16
2 17 12
2 11 14
2 5 16
3 1 20
3 7 6
3 10 18
3 12 8
3 17 1
3 8 16
3 11 6
3 14 20
4 11 14
4 5 12
5 1 14
5 6 18
5 4 13
5 13 14
5 0 12
5 10 9
5 12 5
5 16 9
5 18 3
5 11 9
5 14 16
6 4 1
6 18 3
6 11 16
7 1 1
7 6 14
7 19 11
7 4 16
7 16 4
7 11 4
7 5 2
8 13 1
8 10 18
8 17 19
8 5 6
9 6 2
9 19 17
9 13 18
9 12 5
9 17 1
9 11 3
10 7 9
10 4 10
10 13 12
10 0 12
10 12 8
10 17 16
11 7 12
11 4 6
11 17 7
11 14 15
12 13 5
12 10 7
13 19 17
13 12 13
13 15 13
13 2 7
13 11 1
14 1 16
14 7 9
14 19 16
14 16 8
15 10 17
15 16 12
15 8 1
16 7 4
16 15 9
16 2 8
18 16 7
18 17 2
18 5 13
19 7 11
19 2 11
19 11 7
12 7
12
