19 101
0 9 4
0 8 15
0 12 15
1 8 1
1 12 6
1 15 10
1 7 16
1 4 20
1 18 16
1 10 10
1 14 7
2 9 9
2 16 20
2 7 18
2 11 9
2 1 8
2 14 3
3 9 19
3 8 7
3 15 12
3 7 8
3 11 12
3 1 2
3 14 7
4 8 9
4 12 2
4 7 10
4 1 14
4 10 4
4 14 16
4 5 6
4 17 18
5 8 16
5 11 4
5 18 13
6 9 4
6 8 8
6 14 9
6 17 11
7 9 15
7 13 6
7 6 16
7 11 4
7 18 14
7 10 13
7 3 2
8 7 9
8 11 20
8 1 3
8 4 15
8 17 18
9 15 8
9 11 10
9 18 14
9 3 20
10 9 6
10 6 9
10 18 1
11 9 12
11 8 19
11 7 1
11 1 10
11 10 13
11 14 7
11 5 14
11 0 9
12 9 2
12 16 2
12 8 16
12 11 3
12 2 14
12 14 12
12 5 1
13 12 17
13 7 4
13 11 12
13 18 2
14 8 6
14 13 17
14 12 19
14 15 5
14 6 8
14 2 4
14 10 16
15 12 18
15 7 10
15 5 12
15 17 17
16 6 13
16 1 2
16 2 12
16 3 3
17 9 1
17 8 17
17 6 3
17 2 4
17 4 3
17 10 2
18 1 2
18 10 9
18 5 20
8 13
23
