19 79
0 2 14
0 17 6
1 7 12
1 17 7
1 6 1
2 13 7
2 9 19
2 0 5
2 1 8
2 10 12
3 7 7
3 2 19
3 17 1
4 13 4
4 11 1
4 7 14
4 16 7
4 17 19
5 11 1
5 3 17
5 17 11
5 10 20
6 16 11
6 14 14
6 15 4
6 12 7
6 1 1
7 4 5
7 5 18
7 14 11
7 1 1
8 4 13
8 17 20
8 15 4
9 13 20
9 11 2
9 8 6
9 12 18
9 1 4
10 3 8
10 5 8
10 0 16
11 13 8
11 4 2
11 6 16
12 0 14
12 6 4
12 10 18
13 11 18
13 3 14
13 14 18
13 9 11
13 0 13
13 10 15
14 7 18
14 3 20
14 1 16
15 13 16
15 4 16
15 17 16
15 0 5
15 1 6
16 4 6
16 11 16
16 8 13
16 9 13
16 17 6
16 15 19
16 1 1
17 4 9
17 3 3
17 8 12
17 5 9
17 9 10
18 7 14
18 2 19
18 5 13
18 12 17
18 10 2
11 13
26
