17 78
0 2 4
0 3 5
1 2 2
1 0 4
1 6 17
1 11 3
1 7 3
1 3 19
2 16 10
2 8 12
2 0 11
2 5 5
2 14 13
2 4 1
2 11 15
3 1 15
3 0 8
3 5 5
3 15 1
3 14 14
3 4 9
3 13 11
4 2 1
4 13 10
4 3 11
5 1 20
5 11 8
5 10 11
6 16 19
6 15 15
6 4 15
6 13 1
7 2 20
7 8 8
7 1 5
7 15 8
7 9 14
8 5 13
8 6 4
8 14 17
8 3 12
8 9 18
9 8 16
9 12 11
9 3 18
10 14 18
10 4 7
10 9 16
11 16 11
11 5 1
11 6 6
11 10 15
12 2 10
12 0 15
12 13 19
12 7 10
12 3 4
13 15 5
13 4 5
14 2 11
14 1 4
14 0 15
14 5 18
14 15 17
14 13 7
15 6 13
15 11 16
15 3 16
16 2 6
16 1 10
16 0 13
16 15 9
16 6 10
16 14 20
16 4 18
16 12 5
16 10 13
16 9 5
3 10
39
