17 73
0 13 6
0 5 2
0 1 10
0 11 2
0 9 12
1 16 10
1 6 18
2 5 2
2 7 5
2 16 17
3 8 10
3 13 8
3 5 13
3 12 4
3 1 17
3 7 20
3 10 17
3 16 16
4 13 9
4 15 16
4 14 6
4 12 7
4 7 19
4 16 5
5 15 4
5 2 7
5 7 3
6 3 11
6 0 10
6 13 11
6 16 14
7 4 3
7 5 2
7 2 18
7 1 2
8 13 6
8 5 1
8 7 8
9 15 5
9 5 18
9 7 9
9 11 19
10 4 4
10 15 14
10 14 11
10 7 1
10 11 8
10 16 12
10 6 10
11 13 8
12 8 2
12 14 20
12 11 14
12 10 18
12 9 2
13 8 18
13 0 10
13 5 15
13 1 3
13 10 5
13 6 6
14 0 14
14 13 7
14 12 17
14 1 4
14 10 2
14 16 2
15 7 7
16 3 7
16 13 12
16 12 19
16 7 1
16 6 17
1 14
28
