17 69
0 5 9
0 14 15
0 4 20
0 10 19
0 13 17
0 9 17
1 15 16
1 5 13
1 2 13
1 14 2
1 4 12
1 6 17
1 0 20
1 9 16
2 8 18
2 1 19
2 14 10
2 11 12
3 5 7
3 7 10
3 13 20
3 6 4
4 12 15
4 7 6
5 10 6
6 5 15
6 8 20
6 12 14
6 7 7
6 1 12
6 4 19
6 0 20
7 10 16
7 13 5
8 4 15
8 16 3
8 6 3
8 9 2
9 12 19
9 14 9
9 10 14
10 0 15
10 3 5
11 9 11
12 8 8
12 16 15
12 3 10
13 15 5
13 8 9
13 12 17
13 7 12
13 1 6
13 0 8
14 15 16
14 8 11
14 12 8
14 0 11
14 9 8
15 12 12
15 7 5
15 14 11
15 4 19
15 16 2
15 6 3
16 8 20
16 12 2
16 10 6
16 11 5
16 9 12
14 7
40
