20 92
0 13 4
0 18 3
0 8 18
0 3 9
0 17 19
0 10 10
0 2 12
0 9 12
1 8 19
1 6 19
1 3 11
1 7 10
1 19 8
1 9 15
2 13 20
2 15 19
2 9 17
3 13 7
3 5 9
3 9 15
4 8 10
4 16 19
4 15 4
4 10 8
4 9 13
5 13 2
5 12 13
5 15 19
5 11 5
6 13 15
6 12 13
6 18 18
6 17 13
6 7 17
7 8 2
7 14 19
7 10 16
7 0 2
8 1 3
8 6 16
8 4 8
8 5 3
8 17 11
8 15 13
8 0 4
9 12 1
9 18 4
9 1 11
9 15 1
9 10 3
10 18 14
10 11 7
11 3 4
11 17 13
11 19 8
11 2 18
12 4 16
12 2 9
12 0 19
13 3 3
13 14 11
13 5 17
13 17 5
13 9 14
14 13 14
14 1 10
14 4 3
14 19 5
14 10 7
14 2 9
15 18 14
15 1 17
15 6 2
15 4 11
15 14 9
16 12 13
16 18 3
16 8 19
16 4 2
17 12 4
17 14 13
17 15 9
18 12 18
18 14 14
18 10 10
18 0 8
19 6 11
19 3 6
19 17 13
19 10 18
19 2 3
19 0 19
2 5
29
