18 81
0 3 6
0 5 13
0 6 18
0 2 7
0 14 10
0 7 9
0 8 13
1 3 16
1 10 18
1 12 12
1 11 7
2 6 18
2 13 9
2 17 11
2 8 10
2 4 20
3 7 14
3 17 9
3 4 19
3 11 6
4 10 13
4 6 3
4 12 7
4 9 13
5 15 9
5 0 13
5 13 20
5 12 8
5 7 7
5 16 5
6 10 14
6 13 7
6 9 5
6 7 11
7 3 17
7 5 11
7 6 3
7 0 9
7 13 9
8 1 16
8 12 5
8 9 4
8 11 6
9 10 2
9 0 17
9 2 20
9 14 2
9 16 14
9 11 4
10 6 10
10 2 14
10 14 4
10 17 16
10 8 16
11 5 1
11 12 15
12 15 7
12 0 9
12 13 3
12 16 4
13 5 5
13 1 9
14 1 17
14 10 18
14 13 5
15 3 7
15 10 8
15 6 9
15 13 1
15 14 17
15 16 8
16 10 10
16 6 16
16 2 8
16 13 18
16 7 2
16 17 4
17 5 1
17 9 16
17 7 5
17 11 20
6 11
37
