17 75
0 5 4
0 13 20
0 7 2
0 2 11
0 10 10
0 14 5
0 9 16
0 8 8
1 13 12
1 4 14
1 6 4
1 7 1
1 10 4
1 9 19
2 0 20
2 10 20
2 9 3
3 5 19
3 4 11
3 9 6
4 13 14
4 7 19
4 2 14
4 10 3
4 14 13
4 15 1
4 9 17
5 0 17
5 6 15
5 2 2
5 10 13
5 14 2
5 9 20
5 8 4
6 3 6
6 4 13
6 1 19
6 8 6
7 0 3
7 11 13
7 2 16
7 9 3
8 0 20
8 15 1
8 9 12
8 1 10
9 4 7
9 2 7
10 11 13
10 2 17
11 16 18
11 0 9
11 6 10
11 10 19
11 14 12
12 0 14
12 13 19
12 4 16
12 6 15
12 11 10
12 9 13
13 16 5
13 14 18
14 5 8
14 12 3
14 9 4
15 16 17
15 13 1
15 6 3
15 14 6
15 9 17
16 4 8
16 6 18
16 11 4
16 1 2
6 8
18
