20 95
0 9 14
0 7 11
0 1 15
1 4 18
1 6 20
1 12 17
1 14 2
2 8 19
2 5 7
2 9 9
2 14 8
2 17 14
2 10 1
3 5 16
3 12 9
3 9 5
3 14 14
3 2 6
4 6 11
4 9 12
4 13 12
4 11 17
4 18 1
4 2 12
5 4 15
5 19 12
5 9 20
5 0 6
5 11 2
5 18 4
6 4 9
6 0 7
6 7 16
6 3 10
6 13 12
7 6 3
7 3 11
7 1 19
8 5 17
8 19 9
8 9 6
8 18 2
9 12 3
9 19 20
9 0 19
10 19 4
10 13 6
11 4 8
11 7 11
11 13 7
11 1 12
12 4 17
12 6 5
12 5 12
12 14 11
12 7 6
12 3 19
12 18 19
12 17 7
12 10 6
12 1 8
13 8 18
13 16 10
13 5 10
13 15 19
13 1 19
14 11 8
14 10 5
14 1 20
15 16 14
15 6 12
15 1 10
16 8 11
16 19 9
16 9 3
16 15 20
16 14 11
16 11 13
16 17 2
17 0 4
17 15 11
17 14 13
17 3 18
17 13 1
17 11 5
17 18 7
17 10 8
17 1 5
18 4 1
18 8 7
18 9 19
18 14 4
19 16 16
19 6 17
19 0 9
1 0
45
