20 95
0 9 8
0 14 5
0 15 2
1 9 17
1 15 16
1 2 14
1 13 17
1 0 2
1 6 13
1 10 18
1 19 17
1 5 5
2 7 20
2 14 4
2 3 5
2 6 20
2 19 6
3 11 3
3 14 1
3 13 16
3 18 10
3 19 2
3 1 16
4 14 5
4 10 8
4 17 13
4 1 11
5 7 2
5 9 17
5 15 6
5 12 3
5 0 15
6 7 14
6 9 11
6 11 8
6 15 20
6 8 5
6 12 9
6 17 18
7 9 12
7 12 15
7 6 11
7 5 12
8 14 2
8 15 20
8 10 3
8 17 17
9 7 11
9 11 15
9 2 14
9 8 13
9 16 17
9 10 1
10 11 11
10 4 9
10 18 1
10 19 1
11 9 10
11 4 18
12 14 2
12 2 3
12 10 4
13 15 5
13 3 13
13 0 17
13 10 3
13 19 11
14 3 13
14 13 19
14 1 3
14 5 1
15 6 19
15 17 14
15 1 16
16 9 9
16 4 1
16 18 4
16 1 14
17 9 13
17 3 16
17 12 10
17 16 1
17 1 1
18 7 13
18 2 14
18 12 7
18 13 4
18 0 20
18 6 8
19 7 7
19 11 2
19 14 8
19 0 19
19 16 10
19 5 5
18 4
28
