20 103
0 4 6
0 5 19
0 10 8
0 13 13
0 19 8
1 3 7
1 17 7
1 15 2
1 16 7
1 10 15
1 13 11
2 12 5
2 19 19
3 18 12
3 17 11
3 4 9
3 5 4
4 0 10
4 2 7
4 1 1
4 16 7
4 13 5
4 19 20
5 18 13
5 7 6
5 12 5
5 6 16
5 16 13
6 17 7
6 7 7
6 2 7
6 12 5
6 16 15
6 19 7
7 15 20
7 4 1
7 1 12
7 16 19
7 11 13
7 13 11
8 15 20
8 0 11
8 14 8
8 6 1
8 11 5
9 5 1
9 8 19
9 10 5
9 11 7
9 13 6
10 4 12
10 2 13
10 1 6
10 11 7
11 3 6
11 17 16
11 8 2
11 16 3
11 9 1
12 3 3
12 15 16
12 0 17
12 1 8
12 5 12
12 16 14
12 10 2
13 3 2
13 2 19
13 16 16
13 11 5
13 19 8
14 5 13
14 9 16
15 18 13
15 17 20
15 4 11
15 12 6
15 10 7
15 11 11
16 18 3
16 15 3
16 12 14
16 1 4
16 5 15
16 6 17
16 9 19
17 15 15
17 0 16
17 12 6
17 1 7
17 5 7
17 11 18
18 7 17
18 1 12
18 5 17
18 8 9
18 13 8
19 18 3
19 17 2
19 0 15
19 4 12
19 2 10
19 5 13
7 15
76
