17 68
0 8 3
1 5 5
1 7 15
1 9 13
1 6 7
1 8 19
1 3 19
2 14 19
2 10 10
2 4 1
2 13 16
2 11 1
2 3 19
3 0 2
3 4 3
3 7 12
3 13 19
3 8 2
3 16 7
4 0 15
4 7 7
4 11 6
5 13 8
5 8 2
6 12 2
6 11 2
6 3 5
7 14 3
7 15 19
7 4 11
7 9 2
7 6 5
7 16 7
8 0 12
8 4 13
8 5 1
8 12 2
9 14 2
9 4 16
9 6 11
9 1 1
10 15 20
10 4 13
10 9 12
10 16 15
11 10 20
11 0 4
11 7 20
11 2 18
11 3 1
12 10 17
12 7 3
12 3 2
13 14 3
13 4 2
13 7 15
13 9 19
13 8 14
14 10 5
14 6 2
14 13 17
15 7 3
15 13 17
15 1 18
15 2 11
16 10 4
16 13 6
16 2 12
11 12
4
