20 102
0 18 5
0 10 8
0 12 9
1 11 1
1 0 17
1 7 13
1 10 3
1 6 12
1 13 17
1 15 2
1 9 11
1 16 14
2 4 4
2 18 12
2 11 6
2 7 5
2 3 2
2 13 19
3 18 15
3 11 4
3 7 3
3 19 9
3 14 17
3 6 20
3 12 4
4 18 13
4 3 13
4 8 18
4 14 18
4 6 8
4 16 7
5 0 18
5 13 8
5 17 16
6 4 7
6 18 3
6 19 10
6 8 10
6 16 4
7 11 11
7 10 12
7 3 5
7 8 9
7 9 19
7 12 13
8 4 17
8 18 11
8 3 17
8 13 2
8 15 11
8 9 5
9 0 12
9 19 13
10 18 3
10 1 18
10 0 17
10 7 1
10 19 19
10 2 5
11 10 1
11 5 15
11 13 6
11 15 9
11 9 2
11 16 15
11 12 9
11 17 15
12 18 19
12 1 6
12 9 6
13 4 12
13 11 5
13 7 12
13 10 15
13 6 18
13 2 7
13 12 11
14 18 8
14 11 6
14 7 16
14 10 15
14 5 3
14 2 17
14 12 10
15 18 17
15 11 15
15 7 9
15 3 6
15 13 13
16 18 17
16 2 4
16 9 7
17 11 14
17 9 4
17 12 2
18 4 19
18 7 6
18 5 20
18 14 14
19 1 4
19 3 15
19 9 14
9 2
25
