17 72
0 10 2
0 9 18
0 2 19
0 5 17
1 13 2
1 6 10
1 7 2
1 3 13
2 11 2
2 14 8
3 11 6
3 9 16
3 4 1
4 7 16
4 3 20
4 2 15
4 5 2
5 13 14
5 10 1
5 9 20
5 6 4
6 9 20
6 14 14
7 11 12
7 15 14
7 9 14
7 1 17
7 14 18
7 12 18
8 15 7
8 4 1
9 7 15
9 3 18
10 9 5
10 14 17
10 2 17
11 8 14
11 12 7
11 2 6
12 6 6
12 1 17
12 7 2
12 4 11
12 14 8
12 2 9
13 9 8
13 6 20
13 4 8
13 14 9
14 15 9
14 0 9
14 10 8
14 16 8
14 6 12
14 8 11
14 3 19
14 12 18
14 2 14
15 11 3
15 13 11
15 10 11
15 6 13
15 1 12
15 8 15
15 3 5
15 12 14
16 11 19
16 10 4
16 9 5
16 1 15
16 7 1
16 14 8
2 6
10
