20 106
0 1 6
0 4 10
0 14 13
0 15 5
0 7 17
1 19 1
1 12 14
2 4 6
2 16 13
2 18 17
2 7 8
3 1 4
3 0 3
3 17 1
3 2 10
3 15 6
4 0 20
4 16 12
4 19 13
4 7 6
4 12 10
5 11 4
5 16 10
5 14 3
5 12 10
5 13 1
6 1 10
6 17 16
6 15 13
6 19 17
6 7 6
6 5 1
6 8 4
7 11 4
7 0 18
7 16 6
7 2 4
7 9 5
7 15 11
7 5 1
7 8 19
8 0 13
8 2 17
8 14 1
8 19 16
8 3 3
8 5 18
9 16 16
9 17 19
9 15 18
9 19 7
9 3 12
9 7 3
10 1 7
10 16 5
10 17 8
10 2 6
10 18 8
10 12 20
10 6 12
10 5 8
11 1 7
11 0 9
11 14 15
11 19 10
11 7 8
11 8 13
12 11 6
12 18 13
12 3 11
12 7 7
12 8 14
13 11 17
13 1 10
13 4 10
13 2 19
13 14 10
13 7 5
13 5 10
14 17 1
14 18 13
14 12 5
14 5 12
15 0 16
15 16 3
15 9 3
15 5 7
16 11 3
16 4 7
16 0 19
16 17 17
16 18 16
16 3 6
17 11 17
17 1 7
17 0 7
17 16 14
17 19 9
18 16 17
18 2 7
18 7 6
18 12 3
19 1 10
19 10 18
19 18 9
19 13 10
19 15
39
