17 72
0 15 8
0 13 17
0 16 11
0 14 9
1 3 5
1 11 14
1 4 11
1 8 17
2 1 11
2 9 6
3 16 11
3 1 19
3 9 7
4 5 17
4 13 12
4 10 19
4 9 18
4 12 5
5 2 7
5 3 11
5 11 10
5 1 13
6 0 14
6 3 12
6 10 11
7 5 20
7 11 9
7 10 14
7 8 3
7 9 1
8 5 4
8 13 5
8 2 2
9 15 13
9 13 5
9 2 16
9 3 13
9 11 18
9 7 5
9 10 11
9 14 20
10 15 6
10 16 12
10 4 1
10 1 7
10 8 19
10 9 16
10 12 16
11 6 9
11 5 5
11 13 7
11 2 10
11 12 16
12 6 9
12 15 6
12 1 12
12 8 8
12 14 13
13 5 4
13 4 8
13 1 19
13 12 20
13 14 14
14 1 7
14 8 7
15 13 16
15 16 13
15 2 3
15 10 20
16 13 7
16 9 4
16 12 20
14 4
14
