20 111
0 16 1
0 11 11
0 12 17
0 8 5
0 14 12
0 13 10
0 18 11
1 16 10
1 14 12
1 13 1
1 2 13
1 18 18
2 19 10
2 12 9
2 10 13
2 3 16
2 14 8
2 15 20
2 17 12
2 18 8
2 6 9
3 15 9
3 17 1
3 7 9
3 0 17
3 9 15
3 6 3
3 5 2
4 16 15
4 10 4
4 15 4
4 17 18
4 9 19
4 18 19
4 6 12
5 19 11
5 11 7
5 8 19
5 3 11
5 2 7
5 17 9
5 9 11
6 11 14
6 10 18
6 8 5
6 1 8
6 13 8
6 17 12
6 7 16
6 4 17
7 19 15
7 2 3
7 17 2
7 18 12
8 19 19
8 12 9
8 0 6
9 10 20
9 14 9
9 7 3
10 16 14
10 14 6
10 0 19
10 18 6
10 5 16
11 3 5
11 14 18
11 15 10
11 2 3
11 0 7
11 18 2
11 6 8
11 5 8
12 14 14
12 5 5
13 19 19
13 12 14
13 15 20
13 2 16
13 7 18
13 5 19
14 19 18
14 12 6
14 13 10
14 4 1
14 18 2
14 5 17
15 10 20
15 3 1
15 17 7
15 7 2
15 9 2
15 5 6
16 14 2
16 15 8
16 2 4
16 7 12
16 4 17
17 14 7
17 13 8
17 9 18
18 16 8
18 11 7
18 10 11
18 1 14
18 15 8
18 17 3
18 7 2
18 4 3
19 3 16
19 15 8
14 12
54
