17 74
0 10 20
1 0 12
1 12 3
1 6 6
1 13 14
1 2 5
1 7 11
2 12 8
2 11 10
2 10 13
2 8 19
2 1 12
3 11 4
3 16 17
3 15 20
4 0 15
4 9 7
4 5 3
4 3 14
4 14 19
5 13 2
5 10 19
5 3 5
5 15 4
5 14 12
6 15 7
6 14 17
7 13 17
7 11 1
7 10 14
7 1 2
8 0 14
8 6 9
8 2 20
8 16 10
8 4 6
9 12 14
9 13 14
9 10 2
9 15 1
9 14 19
9 4 14
10 0 13
10 12 9
10 13 9
10 7 8
10 11 13
10 5 3
10 1 3
11 0 12
11 13 16
11 2 5
11 7 1
11 5 6
11 16 2
11 15 13
11 14 11
12 6 8
12 13 20
12 7 9
12 5 11
12 8 3
12 15 5
12 4 15
13 5 9
13 16 13
13 4 7
13 1 17
14 10 12
15 13 2
15 1 6
16 0 4
16 9 19
16 14 7
4 1
36
