17 71
0 6 11
0 11 20
0 8 2
0 3 10
1 11 16
1 8 5
1 0 6
1 9 10
1 5 4
1 3 18
2 12 15
2 16 17
2 9 15
2 3 2
2 4 12
3 6 15
3 12 17
3 11 10
3 0 14
3 2 4
3 13 19
4 2 14
5 11 8
5 4 16
5 15 9
6 16 10
6 7 20
6 10 6
6 14 11
6 4 11
6 13 11
6 15 5
7 12 8
7 11 18
7 8 2
7 0 8
7 10 20
7 14 3
7 4 12
7 13 10
8 6 6
8 16 6
8 0 2
8 9 12
8 3 3
8 15 18
9 7 18
10 7 10
10 2 4
10 15 14
11 8 6
11 10 5
11 1 5
11 5 11
11 15 15
12 16 15
12 11 2
12 3 12
13 11 2
13 7 16
13 1 12
14 6 4
14 1 20
15 6 18
15 12 19
15 16 11
15 11 9
15 14 1
16 7 5
16 9 5
16 15 2
11 12
42
