20 104
0 3 16
0 13 20
0 14 7
0 8 14
0 19 9
1 6 18
1 3 17
1 16 18
1 7 15
2 6 12
2 10 4
2 0 4
2 3 2
2 4 9
2 7 10
3 5 12
3 11 14
3 4 11
3 8 1
3 7 5
4 5 1
4 12 18
4 1 15
4 11 16
4 10 10
4 13 10
4 14 1
4 16 15
4 19 3
4 2 19
5 15 7
5 6 16
5 4 13
5 18 8
5 9 4
5 19 17
5 2 16
6 1 12
6 10 8
6 4 18
6 16 14
7 11 19
7 4 10
7 8 14
7 2 4
8 5 15
8 17 10
8 10 8
8 0 3
8 4 3
9 15 15
9 6 6
9 11 12
9 10 18
9 7 5
10 12 15
10 11 9
10 3 11
10 13 2
10 7 9
10 19 8
11 6 13
11 0 11
12 5 14
12 15 4
12 14 10
12 16 6
13 12 8
13 6 20
13 1 4
13 11 16
13 10 14
13 0 1
13 18 8
13 8 3
13 7 15
14 15 5
14 6 18
14 1 20
14 13 15
14 18 12
14 16 2
14 9 6
14 2 15
15 5 15
15 1 19
15 17 13
15 14 17
15 9 13
16 5 4
16 18 7
16 14 19
16 8 4
16 7 1
16 2 4
17 14 19
17 2 3
18 10 15
18 4 9
18 19 1
19 15 4
19 11 14
19 3 15
19 18 11
19 18
44
