20 102
0 9 5
0 15 16
0 19 1
0 1 2
0 16 14
0 12 10
0 2 3
0 6 9
0 11 19
0 13 10
0 14 20
1 3 4
1 7 4
1 8 12
1 12 2
1 5 12
1 11 12
1 13 14
2 1 20
2 16 19
2 12 20
3 7 18
3 17 16
3 4 17
3 8 20
4 7 8
4 1 7
4 12 1
4 2 13
4 6 5
5 8 3
5 12 6
5 11 12
5 14 8
6 19 13
6 16 1
6 10 10
6 5 7
7 0 6
7 18 15
7 4 10
7 10 20
7 2 1
8 0 1
8 9 8
8 7 18
8 15 7
8 19 13
8 12 9
8 13 17
9 7 5
9 18 18
9 1 3
9 4 13
10 7 18
10 4 19
10 16 15
10 8 20
10 2 7
11 3 5
11 19 1
12 0 5
12 7 7
12 1 8
12 8 13
12 10 14
12 2 5
13 3 9
13 9 17
13 1 18
13 4 19
13 16 20
13 5 10
14 4 12
15 3 10
15 18 3
15 12 18
15 10 11
15 13 12
16 0 5
16 7 15
16 18 17
16 19 19
16 8 15
16 5 5
16 6 9
17 3 11
17 0 18
17 18 6
17 2 11
17 6 19
17 11 2
18 15 10
18 19 7
18 16 17
18 8 6
18 5 1
19 9 10
19 15 18
19 17 19
19 2 4
19 6 8
8 18
59
