18 71
0 3 17
0 16 9
0 6 3
1 13 15
1 10 1
1 6 11
2 17 20
2 3 11
2 15 20
2 16 7
3 11 5
3 7 14
3 2 3
3 16 10
3 9 18
3 6 13
4 11 4
4 10 8
4 8 19
4 14 5
5 10 1
5 15 7
5 2 18
5 6 12
6 1 16
6 3 18
6 12 15
6 16 7
6 4 16
7 3 3
7 15 7
8 11 4
8 3 15
8 16 10
8 14 14
9 1 2
9 16 11
9 4 18
10 17 17
10 13 2
10 3 20
10 0 13
10 8 20
10 6 4
11 17 1
11 7 2
11 12 13
11 6 2
11 14 4
12 7 5
12 16 14
13 17 18
13 15 12
13 12 20
13 16 17
13 6 17
14 3 12
14 0 18
14 10 6
14 12 3
15 8 6
15 2 5
15 16 17
15 14 18
16 10 12
16 6 12
16 4 6
17 11 9
17 13 4
17 3 18
17 8 3
9 13
21
