19 84
0 2 6
0 17 7
0 9 6
0 7 9
1 6 20
1 14 2
1 16 1
1 8 16
1 17 16
1 11 3
1 0 13
1 7 16
2 17 4
2 1 8
2 0 14
2 7 15
2 12 5
2 15 2
3 4 17
3 13 5
3 2 11
3 17 12
3 0 10
3 7 19
4 5 8
5 14 1
5 8 3
5 12 18
6 3 7
6 4 14
6 14 8
6 16 2
6 2 19
7 4 13
7 13 2
7 1 13
8 14 19
8 10 5
8 17 3
8 0 20
8 15 7
9 4 6
9 10 6
9 11 10
10 13 1
10 14 10
10 17 2
10 18 19
10 9 8
10 0 2
11 6 16
11 14 6
11 16 17
11 2 13
11 8 10
11 9 13
12 14 12
12 2 14
12 8 18
12 11 20
12 5 6
13 6 19
13 8 4
13 0 11
14 16 1
14 2 20
14 8 20
14 17 13
14 18 15
14 11 1
14 9 14
14 5 6
14 7 5
15 6 11
15 5 1
15 12 7
16 10 8
16 18 8
16 15 4
17 8 1
17 5 7
18 13 19
18 14 14
18 10 14
9 11
22
