18 83
0 7 3
0 14 3
0 13 10
0 9 17
1 6 5
1 10 3
1 16 3
2 14 4
2 1 17
2 5 9
2 17 18
2 15 4
2 12 12
2 8 13
2 0 12
3 14 3
3 1 18
3 12 13
3 8 4
3 16 10
4 6 8
4 14 20
4 3 1
4 17 19
4 9 3
4 16 6
5 6 13
5 14 11
5 15 10
5 4 15
5 2 17
5 0 3
6 7 15
6 13 11
6 1 12
6 5 10
6 17 20
7 3 14
7 11 16
7 8 6
8 13 16
8 12 1
8 0 11
8 16 16
9 1 1
9 17 9
9 10 1
9 12 11
9 4 6
10 1 1
10 11 12
10 4 7
10 0 17
11 14 5
11 2 1
12 14 16
12 13 6
12 15 16
12 2 9
12 8 7
13 14 18
13 2 1
13 8 12
13 0 12
13 16 3
14 17 16
14 12 4
15 1 15
15 10 7
15 12 1
15 0 7
16 5 17
16 10 15
16 9 13
16 11 17
16 15 13
16 2 10
16 8 17
17 3 2
17 9 9
17 12 17
17 2 19
17 16 1
4 15
43
