18 73
0 14 20
0 13 2
0 2 19
1 3 19
2 9 3
2 7 9
2 1 8
2 15 5
3 13 15
3 2 8
4 8 5
4 5 13
4 7 10
4 0 16
4 12 18
4 15 20
4 10 9
5 16 18
5 8 4
5 11 11
5 15 15
5 17 13
6 7 16
6 3 14
6 12 10
6 10 3
7 8 10
7 0 8
7 17 7
7 10 9
8 7 16
8 1 17
8 13 8
8 12 19
8 2 6
9 7 1
9 0 15
9 3 5
9 6 7
9 15 20
10 7 1
10 0 9
10 1 10
11 8 1
11 5 17
11 3 19
12 5 20
12 1 18
13 8 12
13 11 9
13 5 15
13 7 11
13 2 4
14 16 3
14 5 14
14 0 19
14 1 3
14 4 14
15 11 15
15 14 13
15 9 14
15 5 9
15 7 16
15 12 16
15 10 17
16 14 11
16 0 5
16 15 20
17 9 4
17 5 10
17 13 11
17 6 4
17 15 2
14 7
53
