17 73
0 14 2
0 7 10
0 16 1
0 1 5
0 2 18
0 12 11
1 14 11
1 10 9
1 9 9
1 6 12
1 7 4
1 3 7
1 13 18
2 16 18
2 0 12
2 3 18
3 14 7
3 7 1
3 1 3
4 6 15
4 11 15
5 13 12
6 14 19
6 3 2
6 1 20
6 12 18
7 5 4
7 9 9
7 16 6
7 12 17
8 6 11
8 16 20
8 3 5
8 11 20
8 4 10
9 10 12
9 8 11
9 0 13
9 3 7
9 13 9
9 4 6
10 6 8
10 0 10
10 3 6
10 1 9
10 11 3
10 4 11
11 9 12
11 8 20
11 15 5
12 14 7
12 5 3
12 9 14
12 16 10
12 11 10
12 15 2
13 0 15
13 11 14
13 2 13
14 5 17
14 0 12
14 3 18
14 13 8
14 4 4
14 2 1
14 12 9
15 8 18
15 3 8
15 12 15
16 5 14
16 0 4
16 1 3
16 4 5
14 6
46
