18 68
0 3 2
1 17 4
1 9 8
1 14 10
1 12 11
2 4 5
2 1 15
2 14 9
3 16 14
3 4 5
3 2 12
4 17 17
4 3 12
4 8 11
4 15 9
4 13 17
4 1 9
4 14 6
4 5 14
5 0 6
5 1 20
5 14 11
6 11 10
6 7 11
6 8 14
6 15 3
6 9 13
6 13 3
6 4 6
6 1 4
6 12 6
7 10 7
7 16 16
7 1 10
8 11 7
8 0 5
8 5 10
9 3 14
9 0 5
9 10 18
9 14 8
10 7 5
10 9 4
10 2 14
11 10 15
11 14 15
12 3 7
12 8 9
12 15 1
12 16 2
12 1 7
12 2 19
13 14 9
14 3 18
14 0 19
14 10 7
15 13 9
15 12 16
16 6 13
16 10 17
16 4 16
16 1 2
16 2 14
17 7 17
17 8 1
17 10 14
17 4 8
17 5 1
7 0
33
