19 82
0 8 6
0 7 9
0 13 14
0 15 6
1 6 18
1 10 8
1 16 2
1 18 2
1 12 17
1 11 12
1 3 18
2 6 19
2 16 17
2 4 13
2 13 19
3 17 3
3 18 16
3 12 16
3 7 14
3 11 6
3 2 11
4 17 19
4 16 6
4 7 14
4 11 16
4 13 17
4 2 7
5 8 14
5 1 2
5 12 17
5 4 11
5 15 2
6 10 9
6 9 14
7 0 3
7 6 2
7 18 11
7 12 12
7 15 11
8 1 18
8 16 5
8 12 12
8 3 18
9 6 7
9 10 10
9 17 18
9 1 1
10 16 11
10 14 14
10 7 16
10 4 9
11 6 20
11 8 15
11 12 4
11 3 7
11 13 18
12 8 7
12 16 2
12 7 15
12 11 9
12 13 9
13 17 3
13 18 17
13 2 14
14 16 2
15 5 12
15 18 16
15 7 10
15 3 11
16 17 18
16 1 18
16 18 11
16 11 5
17 15 9
18 6 10
18 10 13
18 1 12
18 12 6
18 7 6
18 4 13
18 11 13
18 2 15
13 0
3
