19 76
0 2 12
0 12 11
0 6 20
0 5 12
1 2 5
1 0 2
1 6 11
1 13 15
1 4 7
2 3 12
2 6 17
2 10 15
2 14 16
2 18 14
3 16 7
3 1 2
3 5 3
3 4 18
3 14 20
4 15 4
4 1 3
4 11 19
4 3 6
4 6 18
4 5 13
5 16 9
5 7 2
5 17 13
5 0 3
5 6 10
6 7 17
6 13 4
7 15 12
7 1 1
7 17 18
7 8 10
7 5 18
7 18 10
8 2 16
8 7 1
8 17 20
8 6 18
8 10 16
8 18 1
9 12 6
9 7 12
9 18 2
10 15 7
10 17 5
10 11 9
10 0 7
10 4 9
11 16 20
11 3 20
11 10 17
11 4 17
12 8 11
12 4 8
12 18 20
13 16 6
13 0 12
13 18 12
14 7 7
14 8 14
14 13 8
14 4 10
15 10 10
15 18 12
16 7 12
16 8 3
16 6 19
16 4 9
17 11 9
17 14 19
17 18 14
18 7 5
4 16
42
