20 89
0 19 3
0 14 13
0 17 3
0 13 9
0 2 2
0 16 1
0 1 13
1 13 3
1 16 6
2 10 2
2 17 10
2 8 20
2 16 19
3 14 7
3 10 19
3 8 4
3 11 7
3 18 10
4 14 3
4 13 1
4 8 17
4 0 10
4 18 8
5 9 6
6 10 3
6 11 8
6 4 16
6 9 17
7 14 14
7 10 15
7 6 11
7 12 7
8 19 4
8 12 19
8 18 20
8 5 20
9 10 13
9 13 8
9 15 9
10 19 3
10 3 19
10 17 20
10 8 11
10 1 5
10 5 8
11 19 14
11 10 17
11 13 6
12 19 8
12 14 19
12 7 7
12 16 9
12 1 7
12 18 8
13 17 9
13 8 17
13 7 9
13 4 3
13 18 15
14 13 12
14 15 1
14 9 20
15 3 7
15 8 18
15 11 9
15 7 10
15 9 18
15 1 12
15 5 13
16 8 20
17 14 6
17 8 2
17 0 2
17 4 16
17 9 16
17 16 10
18 19 16
18 10 9
18 12 12
18 17 3
18 8 13
18 0 12
18 4 15
18 16 17
18 1 19
19 3 10
19 17 20
19 11 19
19 4 18
2 10
51
