17 75
0 3 2
0 11 8
0 6 13
1 14 18
2 15 10
2 10 1
2 0 18
2 11 19
3 5 1
3 2 18
3 13 20
3 1 18
4 15 3
4 0 2
4 16 13
5 4 4
5 10 8
5 12 4
5 11 3
6 15 16
6 4 9
6 9 1
6 11 18
6 1 12
6 16 14
7 2 18
7 15 9
7 4 20
7 9 17
7 1 3
8 4 13
8 10 7
8 6 18
9 5 7
9 4 8
9 13 10
9 0 1
9 11 17
9 8 4
9 16 15
10 5 16
10 2 5
10 15 16
10 3 19
10 0 5
10 8 8
10 6 12
10 16 7
11 2 14
11 15 18
11 13 6
11 7 2
12 5 3
12 3 8
12 13 13
12 14 20
12 1 13
12 8 4
13 15 17
13 9 14
13 12 8
13 6 14
14 5 20
14 15 19
14 3 6
14 7 4
15 14 5
15 11 19
15 8 16
15 16 20
16 10 8
16 0 20
16 12 11
16 7 7
16 6 16
3 13
49
