20 95
0 9 10
0 11 5
1 0 14
1 3 15
1 17 13
1 5 1
1 7 12
1 16 11
1 12 19
2 19 7
2 16 13
2 12 7
2 13 7
3 9 17
3 0 16
3 16 9
3 15 9
3 8 12
4 9 20
4 0 19
4 19 20
4 17 12
4 10 18
4 15 12
5 1 17
5 14 11
5 6 11
5 19 1
5 11 20
5 3 17
5 2 10
5 10 6
5 4 17
6 2 9
6 16 1
6 13 18
7 1 13
7 14 12
7 17 13
7 16 9
7 4 5
7 18 11
8 1 2
8 11 12
8 17 16
8 4 20
8 15 4
9 1 13
9 0 11
9 19 13
9 16 4
9 15 18
9 18 10
9 8 4
10 4 12
11 1 17
11 14 9
11 0 14
11 6 19
11 19 11
11 16 9
11 4 19
12 19 17
12 5 12
12 13 6
13 1 7
13 9 5
13 14 8
13 5 19
13 16 12
13 12 12
14 1 19
14 9 19
14 19 16
14 10 7
14 13 5
15 4 18
15 12 4
15 18 8
16 11 2
16 15 7
17 3 1
17 2 12
17 15 9
17 12 19
17 13 5
18 0 17
18 6 13
18 13 7
19 0 19
19 2 7
19 17 5
19 10 2
19 12 16
19 18 9
16 12
9
