19 85
0 13 16
0 7 18
0 5 1
0 11 16
1 13 9
1 2 14
2 13 12
2 12 9
2 1 20
2 17 11
2 5 14
3 12 8
3 14 20
3 9 1
3 15 17
3 4 18
4 13 6
4 6 18
4 3 13
4 17 12
4 10 2
5 14 1
5 9 3
5 10 17
5 2 13
6 8 5
6 7 11
6 9 1
6 18 14
6 5 9
7 8 3
7 1 18
8 14 17
8 1 9
8 3 13
8 17 20
8 16 5
9 3 1
9 2 8
9 5 17
9 4 5
9 16 8
10 7 12
10 3 11
10 2 16
11 14 19
11 6 12
11 3 8
12 14 1
12 6 12
12 3 1
12 15 14
12 4 9
12 0 15
13 8 18
13 1 14
13 6 10
13 10 19
13 2 5
13 5 16
13 11 19
14 8 14
14 7 1
14 6 4
15 9 14
15 10 10
15 11 15
16 8 16
16 14 16
16 10 19
16 5 14
16 15 19
16 11 2
17 13 6
17 7 9
17 14 20
17 6 7
17 9 5
17 15 8
18 7 6
18 1 16
18 6 14
18 10 12
18 4 16
18 16 2
0 7
51
