19 96
0 13 4
0 5 20
0 7 19
0 9 1
0 15 3
0 18 2
1 13 9
1 14 20
1 18 1
1 10 9
1 8 7
2 13 18
2 5 3
2 16 4
2 14 4
2 15 2
2 17 14
2 8 20
3 12 5
3 4 5
3 1 4
3 2 4
3 10 8
3 6 15
4 12 10
4 13 16
4 5 3
4 3 9
4 1 20
4 7 8
5 0 1
5 4 20
5 15 6
5 10 10
6 12 17
6 3 5
6 0 4
6 16 8
6 2 20
6 18 6
6 17 16
7 5 2
7 18 19
7 17 12
8 3 5
8 2 15
8 18 18
8 10 14
9 5 18
9 3 8
9 4 11
9 16 2
9 7 16
9 14 9
9 8 15
10 12 14
10 13 15
10 0 15
10 14 20
10 2 6
10 15 17
10 18 20
10 8 20
11 12 8
11 3 12
11 7 12
11 10 2
11 8 20
12 4 17
12 7 13
12 17 4
12 6 12
13 0 19
13 18 6
13 8 11
14 0 14
14 4 5
14 1 2
14 11 17
14 18 17
15 13 9
15 5 4
15 0 16
15 4 2
15 10 3
16 11 14
16 17 19
16 8 6
17 13 20
17 5 20
17 14 15
17 2 6
18 12 17
18 13 14
18 2 5
18 10 15
13 11
30
