19 87
0 9 18
0 7 19
1 13 13
1 4 15
1 12 20
1 3 11
1 15 11
1 5 17
2 11 11
2 17 7
2 6 1
2 12 6
3 11 2
3 17 19
3 13 7
3 10 3
3 9 14
3 5 7
4 12 9
4 9 15
4 8 5
5 13 19
5 9 16
5 15 12
5 7 10
6 17 13
6 12 15
6 14 3
6 2 7
7 16 12
7 18 14
7 15 1
7 0 7
7 5 11
7 8 2
8 11 19
8 6 10
8 16 4
8 18 15
8 3 19
8 14 6
9 6 2
9 12 20
9 3 8
9 2 7
9 0 4
9 1 8
10 17 8
10 3 6
11 17 8
11 16 13
11 18 4
11 10 15
11 15 8
11 2 17
11 1 5
12 3 3
12 15 1
12 7 15
13 16 2
13 10 17
13 1 13
13 8 2
14 16 20
14 15 7
14 8 16
15 11 16
15 16 9
15 9 5
15 2 20
15 5 20
15 8 18
16 13 13
16 10 13
16 9 15
16 7 10
16 1 13
17 11 4
17 6 18
17 4 18
17 15 12
17 14 8
17 7 11
17 0 15
18 13 7
18 2 12
18 5 20
4 18
29
