18 73
0 7 15
0 1 12
0 16 18
0 15 5
0 3 20
1 11 5
1 4 15
1 12 20
2 7 2
2 14 15
2 6 13
2 13 5
3 8 8
3 7 12
3 5 12
3 9 19
3 16 3
4 8 8
4 7 15
4 14 3
4 6 20
4 13 8
4 1 15
4 16 14
5 0 2
5 6 16
6 11 7
6 7 12
6 5 17
7 11 1
7 14 6
7 13 4
7 1 9
7 15 9
8 11 6
8 7 6
8 0 16
8 6 20
9 7 15
9 6 15
9 3 19
10 2 5
10 12 15
10 9 14
10 17 14
10 15 4
11 12 1
11 6 1
12 4 19
12 7 15
12 13 2
12 10 20
12 3 18
13 2 3
13 7 12
13 14 4
13 6 11
13 10 15
14 11 17
14 6 4
14 13 3
14 17 8
15 1 9
16 11 6
16 4 19
16 5 2
16 15 19
17 8 15
17 2 7
17 14 19
17 0 14
17 10 12
17 16 1
14 8
17
