20 102
0 12 17
0 18 9
1 14 8
1 11 5
1 17 11
2 10 17
2 7 12
2 12 17
2 4 18
2 3 7
2 1 11
3 0 16
3 10 3
3 19 7
3 12 17
3 15 18
3 4 17
3 18 2
3 16 18
4 0 19
4 7 3
4 1 16
4 8 19
5 14 18
5 15 9
5 18 20
5 3 12
5 1 20
5 2 17
5 8 17
6 14 17
6 7 8
6 9 4
6 18 11
6 3 13
6 13 1
6 1 13
6 8 5
7 0 16
7 10 2
7 19 5
7 3 13
7 6 12
7 2 1
7 11 6
7 8 18
8 14 19
8 7 13
8 1 2
8 6 19
9 0 1
9 10 4
9 19 5
9 1 18
10 14 6
10 19 2
10 18 11
11 19 5
11 9 7
12 0 14
12 15 3
12 2 7
12 16 8
13 10 15
13 18 19
13 6 9
13 16 5
14 0 11
14 19 11
14 12 19
14 6 13
14 17 13
15 14 15
15 19 11
15 9 14
15 16 14
15 11 2
15 8 7
16 14 2
16 19 16
16 12 2
16 3 7
16 11 20
17 0 1
17 7 6
17 18 15
17 1 17
17 6 17
17 16 4
17 11 16
17 8 17
18 0 17
18 5 15
18 19 7
18 9 8
18 1 12
18 16 13
18 11 19
19 0 17
19 3 13
19 13 18
19 17 17
15 14
63
