17 67
0 16 19
0 7 3
0 4 3
0 10 10
1 15 18
1 2 8
1 7 3
1 8 20
1 6 16
1 0 9
2 9 10
2 4 13
3 1 16
3 10 20
4 1 3
4 15 14
4 12 10
4 9 15
4 3 18
5 12 19
5 2 8
5 3 1
6 13 13
6 14 6
6 9 5
6 3 8
6 4 2
7 1 1
7 3 9
7 4 6
7 0 17
8 4 13
9 13 5
9 5 5
9 16 20
9 7 7
9 3 15
10 14 9
10 6 6
10 4 16
10 0 13
11 1 9
11 5 16
11 12 14
11 2 5
11 7 4
11 0 20
11 10 7
12 13 13
12 3 6
13 15 14
13 3 2
13 10 15
14 13 18
14 12 11
14 16 4
14 3 8
15 14 10
15 8 8
15 3 8
15 10 11
16 2 8
16 14 6
16 7 15
16 8 14
16 6 19
16 0 17
7 4
33
