19 85
0 4 17
0 15 8
0 16 3
0 5 19
1 12 1
2 4 7
2 13 3
2 3 14
2 7 5
3 15 8
3 6 3
3 5 19
4 3 16
4 10 18
4 6 16
4 11 15
4 14 20
5 1 5
5 9 1
5 17 9
5 16 4
5 18 13
5 14 9
6 4 7
6 1 10
6 3 6
6 8 10
6 11 12
6 7 12
6 5 7
7 0 19
8 3 16
8 12 17
8 9 1
8 17 8
9 13 16
9 12 5
9 8 1
9 16 7
10 3 9
10 9 7
10 15 4
10 7 18
10 5 11
11 4 14
11 13 3
11 3 20
11 10 17
11 15 17
12 10 20
12 8 14
12 16 6
12 2 11
12 18 3
12 14 11
13 3 20
13 17 15
13 6 10
14 1 3
14 10 8
14 16 15
14 7 16
14 2 13
15 4 7
15 13 7
15 9 20
15 16 13
15 18 19
15 14 14
16 3 15
16 6 6
16 11 8
16 7 6
17 3 4
17 10 17
17 15 2
17 6 3
17 7 17
18 4 18
18 3 14
18 10 15
18 6 3
18 0 4
18 7 8
18 5 2
4 9
29
