20 95
0 17 19
0 11 10
0 7 8
0 10 9
0 9 2
0 1 11
1 11 19
1 10 1
1 16 16
1 6 10
2 17 2
2 15 17
2 19 13
2 7 15
2 4 9
3 17 2
3 5 2
3 9 3
4 0 2
4 17 7
4 7 20
4 10 5
4 2 16
4 1 10
4 16 14
5 3 3
5 17 13
5 14 13
5 11 16
5 8 6
5 1 13
6 0 12
6 17 11
6 16 9
7 10 11
7 5 10
7 2 16
7 1 7
7 16 14
7 6 18
8 17 7
8 7 18
8 5 8
8 16 4
9 15 12
9 11 18
9 13 17
9 4 9
9 12 11
10 14 9
10 9 8
10 2 7
11 15 1
11 12 4
12 14 17
12 7 10
12 8 15
12 13 17
12 4 20
12 5 18
12 9 8
12 2 6
12 1 19
13 3 7
13 18 8
13 4 19
13 9 6
14 13 13
14 5 12
14 1 12
15 3 10
15 7 5
15 8 12
15 10 8
15 5 19
15 6 17
16 17 12
16 11 1
16 8 7
16 12 8
17 15 19
17 11 7
17 8 9
17 12 12
17 2 3
17 6 6
18 19 5
19 0 15
19 17 15
19 15 19
19 18 11
19 11 9
19 9 5
19 2 7
19 1 4
13 16
37
