20 108
0 4 12
0 6 4
0 10 16
0 18 13
0 1 3
0 16 5
0 13 2
1 4 11
1 11 5
1 18 14
1 16 1
1 9 12
1 3 3
2 7 7
2 10 15
2 16 12
2 9 19
2 0 17
2 13 12
3 12 17
3 2 2
3 17 2
4 8 18
4 11 9
4 1 5
4 9 20
5 8 13
5 7 11
5 19 3
5 10 17
5 18 19
5 17 6
5 0 6
5 13 5
6 8 17
6 7 6
6 10 5
6 18 11
6 5 18
6 9 10
6 17 12
6 0 6
7 8 8
7 12 16
7 2 13
7 6 2
7 19 8
7 18 4
7 16 3
7 3 7
7 0 17
8 14 13
8 7 19
8 11 2
8 19 12
8 18 11
8 1 12
8 16 16
8 17 8
8 13 8
9 15 17
9 11 4
9 1 9
9 16 4
10 1 15
10 17 4
11 8 16
11 12 7
11 1 15
11 5 14
11 3 17
11 0 19
12 8 6
12 2 11
12 7 5
12 4 12
12 9 7
12 17 11
13 15 6
13 0 16
14 8 6
14 7 6
14 11 10
14 5 13
14 9 5
15 8 14
15 14 14
15 2 17
15 7 14
15 6 11
15 19 8
15 18 6
15 1 4
16 12 2
16 2 11
16 6 18
17 14 11
17 7 16
17 19 19
17 10 9
17 1 2
17 0 4
18 11 17
18 13 7
19 18 12
19 5 5
19 16 15
19 13 14
11 9
73
