18 79
0 11 10
0 6 1
0 7 1
0 3 5
0 13 11
1 11 4
1 5 2
1 14 12
1 15 5
1 13 15
2 5 12
2 14 20
2 12 16
3 11 8
3 14 18
3 6 18
3 17 10
3 12 19
4 5 16
4 10 13
4 3 12
4 12 19
5 16 3
5 11 10
5 14 16
5 13 11
6 3 4
6 15 13
6 4 8
6 0 14
7 8 20
7 16 19
7 11 18
7 9 15
7 1 5
7 2 9
7 12 19
8 11 14
8 6 19
8 7 17
8 15 2
9 5 17
9 13 10
10 11 20
10 6 18
10 17 3
10 4 2
10 12 17
11 1 4
11 15 15
11 4 5
12 8 20
12 14 2
12 6 9
12 1 12
12 13 8
12 0 5
13 5 6
13 14 17
13 17 6
13 3 2
13 4 13
14 1 1
14 2 4
14 15 7
14 4 4
15 10 9
15 1 20
16 11 12
16 6 6
16 2 20
16 13 19
16 12 11
17 9 2
17 5 4
17 6 13
17 10 2
17 1 8
17 13 14
16 12
68
