17 77
0 6 17
0 14 7
0 15 8
0 5 3
1 6 14
1 14 6
1 4 4
1 0 2
1 3 4
1 2 17
1 9 4
1 12 6
1 5 13
2 6 14
2 0 6
2 7 17
2 8 16
2 5 12
3 14 17
3 10 7
3 16 10
3 0 14
3 9 8
3 11 6
4 6 15
4 10 14
4 16 13
5 6 16
5 16 12
5 2 3
5 13 6
6 7 10
6 12 4
6 5 7
7 6 20
7 1 17
7 2 9
7 11 10
8 14 11
8 16 17
8 7 11
8 11 1
8 15 3
8 5 15
9 1 19
9 11 19
9 15 13
10 9 20
10 13 14
11 3 5
11 2 7
11 9 19
11 12 7
12 6 10
12 16 7
12 3 11
12 13 18
12 8 18
13 10 6
13 3 19
13 12 8
13 5 3
14 7 19
14 12 14
15 6 4
15 14 8
15 10 1
15 3 2
15 9 18
16 14 20
16 10 20
16 4 6
16 1 14
16 2 9
16 12 5
16 15 17
16 5 8
15 4
10
