19 82
0 2 4
0 17 18
0 7 8
0 11 14
0 5 15
1 17 4
1 5 16
1 0 8
1 9 11
2 17 18
2 8 16
2 1 7
2 15 20
2 13 11
3 17 5
3 16 17
3 8 9
3 10 9
3 18 6
3 0 6
5 17 17
5 10 12
5 15 17
5 11 12
6 9 11
7 3 17
7 17 3
7 16 5
7 14 17
8 16 1
8 0 15
9 3 9
9 6 14
9 18 14
9 11 17
9 13 3
10 2 12
10 17 1
10 16 8
10 14 13
10 4 12
10 11 15
11 3 16
11 16 15
11 4 6
11 12 20
12 3 1
12 17 12
12 16 14
12 1 11
12 9 13
13 16 11
13 4 6
13 10 17
13 1 19
13 18 4
13 11 5
13 9 16
14 8 4
14 0 5
14 9 3
14 12 18
15 3 7
15 16 15
15 8 6
15 1 1
15 11 8
15 12 16
16 3 4
16 17 17
16 8 8
16 4 15
16 10 15
16 18 12
16 12 15
17 2 15
17 1 15
17 18 16
17 0 9
18 2 5
18 10 20
18 11 12
2 17
72
