19 87
0 15 4
0 16 6
0 9 15
0 4 9
1 6 12
1 0 19
1 5 8
1 7 9
1 13 2
1 14 1
2 1 4
2 15 6
2 0 9
2 12 12
3 9 16
3 0 16
3 5 19
3 4 15
3 13 14
3 12 14
4 10 15
4 9 18
4 0 19
4 13 20
5 17 17
5 4 18
5 7 1
5 13 15
5 3 19
5 18 3
6 2 16
6 9 15
6 5 17
6 13 1
6 14 6
6 12 9
7 16 19
7 2 19
7 0 12
7 12 6
7 11 8
8 9 7
8 0 13
8 5 11
8 18 6
8 11 1
9 10 12
9 8 9
9 5 1
9 17 17
9 11 5
10 1 12
10 8 16
10 3 20
11 1 17
11 16 13
11 6 14
11 10 15
11 0 20
11 4 12
12 16 2
12 6 16
12 2 6
12 17 10
12 18 12
12 11 18
13 1 15
13 6 20
13 0 11
13 17 18
13 3 11
13 11 4
14 3 19
15 5 14
15 17 9
15 14 8
15 3 12
16 0 1
16 17 14
17 6 6
17 9 11
17 5 4
17 4 2
18 10 15
18 9 5
18 7 2
18 13 12
5 4
56
