18 80
0 8 19
0 11 6
0 12 13
0 16 18
0 17 4
0 4 10
0 9 4
0 2 18
1 14 11
1 12 4
1 16 14
1 17 19
1 13 16
1 0 8
2 12 10
2 17 12
2 0 5
2 6 8
3 14 6
3 10 3
3 11 17
3 15 13
3 17 14
3 0 9
3 5 6
4 8 9
4 7 18
4 0 2
4 2 11
5 1 12
5 15 19
5 6 1
6 14 3
6 11 13
6 9 17
6 2 6
7 11 6
7 15 11
7 5 3
7 3 16
8 1 7
8 16 2
8 13 2
8 5 19
8 3 12
9 10 19
9 12 12
9 7 10
9 13 9
10 1 8
10 12 18
10 16 3
10 7 20
10 3 18
10 9 15
11 1 7
11 15 6
11 6 17
12 14 2
12 1 12
12 0 7
12 4 4
12 3 12
12 2 6
13 12 12
13 15 16
14 1 12
14 11 16
14 2 14
15 14 3
15 12 4
15 9 14
15 6 9
16 12 8
16 15 12
16 13 11
17 8 13
17 11 7
17 12 6
17 5 1
3 2
54
