18 74
0 8 16
0 3 4
0 9 14
0 12 7
0 4 10
0 16 8
1 9 18
1 12 14
1 6 11
1 14 20
1 11 15
2 3 13
2 0 8
2 4 5
2 7 15
3 13 7
3 6 11
3 4 6
3 11 11
4 3 15
4 0 17
4 14 9
4 17 9
5 12 13
5 0 17
5 10 19
5 17 2
5 1 19
5 11 4
6 13 15
6 0 10
6 16 5
7 2 17
7 8 17
7 5 12
7 12 18
7 6 6
7 1 11
7 4 10
8 5 2
8 15 11
9 5 15
9 10 16
9 1 20
10 4 5
11 8 8
11 5 16
11 3 11
11 0 13
11 1 7
11 7 19
12 4 20
12 16 14
13 12 11
13 14 18
13 17 16
14 5 9
14 9 7
14 0 9
14 10 2
14 4 3
14 16 2
15 5 2
15 14 11
16 8 1
16 13 1
16 3 19
16 17 3
16 1 11
17 5 4
17 13 19
17 9 15
17 12 7
17 4 16
10 4
5
