20 94
0 1 4
0 14 15
0 8 10
0 2 13
0 6 6
0 3 19
0 4 13
1 9 16
1 17 4
1 7 20
1 5 10
2 8 8
2 17 10
2 5 20
2 11 16
2 16 10
2 3 20
2 4 13
3 8 2
3 9 8
3 10 14
3 12 8
3 7 3
3 6 17
3 15 19
3 19 1
4 1 7
4 10 18
4 3 17
5 9 12
5 0 20
5 7 20
5 11 15
6 13 19
6 12 13
6 11 13
6 3 17
7 1 18
7 9 2
7 6 20
7 18 7
8 1 17
8 10 16
8 11 7
8 16 11
9 13 11
9 12 17
9 6 7
9 11 8
9 15 17
10 14 17
10 11 19
10 15 9
11 9 10
11 0 4
11 6 11
11 5 7
11 15 16
11 3 10
12 0 7
12 15 14
12 3 1
13 2 2
13 7 12
14 1 7
14 12 1
14 6 20
14 16 11
14 19 4
15 2 18
15 12 11
15 0 2
15 7 10
16 1 14
16 0 19
16 7 18
16 6 13
16 3 9
17 14 13
17 5 2
17 15 12
17 3 3
18 14 5
18 13 5
18 2 9
18 9 14
18 17 11
18 16 12
19 14 20
19 8 3
19 7 15
19 5 5
19 15 2
19 4 9
9 15
60
