20 101
0 12 1
0 18 14
0 7 18
0 19 14
1 14 11
1 18 14
1 6 20
1 15 20
1 9 12
1 4 20
1 2 15
2 1 9
2 12 12
2 18 8
2 6 4
2 7 16
2 19 1
2 9 5
2 0 12
3 1 9
3 12 12
3 15 3
3 19 10
4 6 16
4 7 11
4 9 4
4 0 13
4 17 6
5 1 6
5 10 12
5 4 11
6 10 8
6 9 16
6 4 16
6 13 13
7 18 20
7 3 9
7 10 12
7 9 11
7 11 3
8 14 12
8 18 12
8 7 14
8 19 6
8 4 4
9 14 6
9 12 8
9 2 9
9 0 11
10 14 16
10 18 9
10 9 14
10 4 14
10 17 2
10 11 8
11 1 1
11 16 13
11 12 6
11 18 1
11 3 10
11 15 6
11 17 15
12 3 5
12 0 17
14 5 5
14 3 10
14 15 9
14 19 12
14 4 6
14 0 4
15 1 20
15 16 1
15 10 8
15 4 16
15 0 14
16 3 16
16 7 17
16 10 15
16 9 14
16 2 2
16 0 4
16 11 2
17 1 14
17 18 12
17 8 18
17 6 8
17 10 18
17 9 9
17 2 14
18 1 20
18 12 19
18 19 16
18 2 16
19 1 8
19 14 10
19 5 7
19 3 7
19 8 7
19 15 19
19 9 7
19 0 3
6 13
13
