20 100
0 7 10
0 3 1
0 1 17
0 15 7
0 4 18
1 7 19
1 18 6
1 15 1
1 5 4
2 7 8
2 18 19
2 19 14
2 8 18
2 0 8
3 13 5
3 7 12
3 19 6
3 14 7
3 9 8
3 2 11
4 10 15
4 8 19
4 6 17
5 7 19
5 3 19
5 19 9
5 8 4
5 6 5
5 11 14
5 4 7
6 15 3
6 5 4
6 10 14
6 4 4
7 13 9
7 10 11
7 17 8
7 0 13
7 2 9
7 11 7
8 3 3
8 10 5
8 2 18
9 12 18
9 5 20
9 2 8
10 1 5
10 15 6
10 17 5
10 8 2
10 0 13
11 18 19
11 9 16
11 10 9
11 6 11
12 1 18
12 0 11
12 6 8
12 2 11
13 12 13
13 15 19
13 5 19
13 14 4
13 16 6
13 8 16
13 6 12
13 11 18
14 13 18
14 7 12
14 9 17
14 8 2
14 2 6
14 4 11
15 9 1
15 16 8
15 8 9
15 0 14
16 13 20
16 18 14
16 19 12
16 15 4
16 14 17
16 9 16
16 11 2
16 4 19
17 18 17
17 3 11
17 12 2
17 9 6
17 2 7
17 4 4
18 1 15
18 16 7
18 8 5
19 18 10
19 5 9
19 14 8
19 17 10
19 16 15
19 4 13
18 13
27
