18 79
0 15 7
0 1 20
0 4 20
0 8 10
0 5 11
0 12 14
0 13 14
0 17 11
0 16 5
1 10 5
1 12 11
1 17 20
1 9 17
2 15 10
2 9 3
3 15 3
3 8 16
3 5 11
3 11 15
4 1 18
4 3 15
4 10 18
4 8 2
4 2 3
4 12 15
4 9 2
4 16 5
5 3 15
5 11 20
6 15 10
6 1 11
6 10 15
6 2 3
6 16 9
7 15 13
7 3 9
7 14 6
7 13 8
8 10 20
8 2 16
8 0 6
8 17 8
8 7 15
9 6 9
9 15 7
9 1 3
9 5 2
9 7 5
10 3 17
10 12 4
10 9 1
11 4 14
11 10 20
11 8 18
11 12 16
11 17 3
12 1 9
12 10 16
12 9 6
12 11 14
12 16 10
13 0 15
13 17 9
13 16 13
14 3 15
14 8 19
14 5 16
14 0 14
15 1 10
15 8 19
15 13 7
15 9 17
15 11 19
16 8 6
17 3 1
17 10 9
17 0 15
17 11 6
17 7 8
6 5
30
