17 70
0 1 7
0 8 19
0 2 12
1 15 15
1 4 5
1 0 15
1 13 4
1 5 19
1 6 5
1 16 17
2 0 5
2 7 15
2 8 5
2 14 15
2 12 16
3 0 11
3 7 13
3 1 7
3 6 9
3 14 11
3 11 9
4 0 8
4 5 4
4 6 11
4 3 14
4 12 14
4 11 3
5 14 10
6 7 4
6 16 19
6 11 16
7 1 14
7 16 14
8 15 20
8 4 4
8 7 10
8 9 6
8 6 11
8 3 2
9 15 2
9 1 5
9 14 1
9 3 10
9 16 11
9 11 8
10 7 15
10 5 2
11 4 8
11 5 20
11 1 7
11 12 7
12 15 8
12 4 3
12 1 5
12 14 13
12 2 15
12 3 5
12 10 20
13 8 19
13 6 20
13 2 20
14 4 6
14 7 2
14 13 7
14 11 6
15 13 9
15 12 4
16 15 8
16 0 16
16 2 18
5 4
10
