20 100
0 14 5
0 12 14
0 1 1
0 16 19
1 17 9
1 4 11
1 14 5
1 12 2
1 15 9
1 2 6
1 6 7
2 5 6
2 4 4
2 15 10
2 18 5
2 9 9
3 4 7
3 12 6
3 15 2
3 2 3
3 1 15
3 16 12
4 5 5
4 19 1
4 14 5
4 15 18
4 11 7
4 2 16
4 8 7
4 16 19
5 13 13
5 17 12
5 12 16
5 10 12
5 1 12
6 13 16
6 7 3
6 17 12
6 0 9
6 15 3
6 2 17
6 18 17
7 10 11
7 6 4
8 5 20
8 7 11
8 4 18
8 10 6
8 0 7
8 1 18
8 18 13
9 19 9
9 14 1
9 3 13
9 8 3
10 13 17
10 17 6
10 2 5
10 9 6
10 6 8
11 5 17
11 4 9
11 19 11
11 12 12
11 10 18
11 2 18
11 1 2
11 8 2
11 18 10
12 14 17
12 10 6
12 0 1
12 3 13
12 6 16
13 17 14
13 4 1
13 12 20
13 15 3
13 11 4
13 9 12
14 7 3
14 19 11
14 0 5
14 3 14
14 18 7
15 3 8
15 8 17
15 18 14
16 5 15
16 10 12
16 11 19
16 18 8
17 1 3
17 9 20
17 6 2
18 17 20
18 12 7
19 15 4
19 3 17
19 2 12
17 14
25
