19 96
0 12 7
0 3 10
0 2 18
0 6 17
0 18 18
1 12 20
1 13 5
1 10 20
1 18 17
1 7 3
2 5 19
2 3 10
2 4 6
2 10 19
2 18 1
2 9 5
2 14 15
2 16 16
2 7 14
3 9 16
3 8 6
3 16 11
4 5 18
4 13 12
4 3 18
4 2 12
4 1 16
4 6 9
4 18 7
5 4 14
5 11 14
5 2 7
5 8 19
6 3 18
6 17 3
6 2 11
6 15 6
7 17 13
7 11 11
7 10 17
7 14 20
8 12 12
8 3 14
8 11 3
8 6 4
8 10 5
8 9 9
8 7 9
9 11 3
9 0 5
10 5 2
10 3 14
10 17 5
10 6 16
10 14 9
10 8 6
10 16 1
10 7 9
10 15 18
11 12 12
11 18 7
12 5 10
12 2 8
12 1 20
12 10 16
12 14 18
12 8 15
12 16 1
13 12 8
13 9 7
13 0 14
13 14 6
13 16 12
14 12 2
14 6 15
14 9 1
14 16 4
15 12 12
15 18 13
15 0 13
15 8 4
16 3 18
16 17 18
16 0 6
16 14 18
16 8 6
17 4 14
17 9 9
17 14 19
17 7 18
17 15 12
18 5 18
18 17 2
18 1 18
18 8 9
18 15 5
14 8
22
