20 91
0 4 9
0 12 19
0 8 18
0 2 8
0 19 20
0 13 12
1 6 7
1 18 6
1 2 14
1 11 5
1 9 12
1 7 18
2 15 19
2 8 3
2 18 20
2 17 19
2 19 14
3 12 15
3 18 9
3 10 14
3 9 9
3 5 14
3 7 9
4 12 12
4 14 15
4 17 4
4 5 17
4 13 5
4 3 8
5 7 18
5 13 1
5 0 20
6 4 15
6 18 18
6 14 11
6 1 10
6 16 19
6 3 18
7 6 12
7 18 5
7 17 5
7 11 5
8 5 17
8 0 6
9 4 9
9 8 20
9 7 18
9 3 2
9 0 20
10 4 14
10 12 6
10 14 8
10 1 8
10 13 3
10 0 6
11 4 2
11 12 11
11 19 17
11 3 16
12 4 17
12 17 18
12 9 6
12 19 5
12 13 20
13 15 15
13 12 13
13 8 3
13 10 7
13 11 19
14 17 19
14 13 1
14 16 17
15 6 13
15 14 19
15 11 20
15 9 6
16 15 14
16 19 9
16 5 11
16 1 1
17 6 5
17 14 15
17 13 2
17 3 1
18 15 16
18 6 6
18 10 20
18 16 20
19 15 2
19 7 4
19 0 9
13 6
43
