18 73
0 14 16
0 4 3
0 8 17
0 10 11
1 13 17
1 9 8
1 7 7
1 17 5
2 16 8
2 0 14
2 17 3
2 11 18
2 6 11
3 5 9
4 13 11
4 0 7
4 12 19
4 11 18
5 14 8
5 1 20
5 4 18
6 13 20
6 9 16
6 0 6
6 1 8
6 2 2
6 8 18
6 12 10
6 10 7
7 13 10
7 16 16
7 9 1
7 5 14
7 4 19
8 5 18
8 11 5
9 13 13
9 16 15
9 17 10
9 6 9
9 3 9
10 9 15
10 4 18
10 12 4
11 9 13
11 15 20
12 5 2
12 7 2
12 1 14
12 4 19
12 15 4
12 10 7
13 9 4
13 7 9
13 17 18
13 4 2
13 12 12
13 10 13
14 9 19
14 17 2
14 8 13
14 11 5
15 6 20
15 3 19
16 13 5
16 9 8
16 5 14
16 0 11
16 17 7
16 10 5
17 5 16
17 1 1
17 12 13
2 14
24
